Zipcode,Population,Median Age,Household Income,Per Capita Income,Poverty Rate,Total Households,Total Owner Occupied,% Owner Occupied
77624,630.0,59.1,64158.0,33438.0,10.793650793650794,630.0,427.0,67.77777777777779
77625,9691.0,35.3,60098.0,34005.0,9.658445980806935,9633.0,8133.0,84.42852693864839
77627,21198.0,40.9,66493.0,36934.0,6.920464194735352,21193.0,15761.0,74.36889538998726
77629,634.0,46.0,49079.0,25662.0,4.2586750788643535,634.0,456.0,71.92429022082018
77630,28740.0,38.2,47638.0,28019.0,16.116910229645093,28138.0,19088.0,67.83708863458668
77632,23475.0,39.9,61387.0,29725.0,13.878594249201278,23444.0,19694.0,84.00443610305408
77640,15964.0,38.2,33114.0,19440.0,27.887747431721372,15883.0,9915.0,62.42523452748221
77642,38845.0,31.9,32266.0,17846.0,31.2936027802806,38230.0,23142.0,60.53361234632487
77650,1611.0,50.5,46250.0,27198.0,15.64245810055866,1611.0,1166.0,72.3774053382992
77651,12840.0,41.2,61976.0,33767.0,10.856697819314642,12840.0,9892.0,77.0404984423676
77655,346.0,49.3,50000.0,44865.0,10.982658959537572,339.0,322.0,94.98525073746312
77656,16362.0,40.4,46689.0,25157.0,18.0356924581347,16036.0,12460.0,77.70017460713396
77657,21427.0,39.1,65956.0,30801.0,8.465954169972465,21341.0,16975.0,79.54172719179044
77659,4722.0,42.1,66667.0,41921.0,5.866158407454469,4722.0,4154.0,87.9711986446421
77660,1182.0,43.3,63750.0,24927.0,3.976311336717428,1182.0,1018.0,86.12521150592217
77661,852.0,21.1,-666666666.0,19787.0,5.39906103286385,852.0,692.0,81.2206572769953
77662,26394.0,36.6,47781.0,24951.0,14.257028112449799,26203.0,20795.0,79.36114185398618
77663,1283.0,49.9,59702.0,21614.0,29.46219797349961,1283.0,1283.0,100.0
77664,2229.0,48.3,68977.0,32989.0,10.85688649618663,2229.0,1961.0,87.9766711529834
77665,6252.0,39.6,45718.0,25597.0,13.93154190658989,6132.0,4860.0,79.2563600782779
77701,13216.0,35.3,27309.0,16387.0,27.565072639225182,12960.0,7351.0,56.72067901234568
77702,3091.0,37.2,44940.0,25684.0,17.825946295697186,3086.0,1637.0,53.04601425793908
77703,14288.0,32.1,29007.0,16251.0,31.599944008958566,13962.0,7135.0,51.102993840424006
77705,40819.0,36.1,38356.0,16477.0,16.538866704230873,27105.0,17804.0,65.68529791551374
77706,29249.0,39.0,63261.0,41760.0,9.40544975896612,28976.0,17341.0,59.84607951408062
77707,17954.0,35.0,52611.0,27014.0,14.587278600868887,17488.0,13154.0,75.21729185727357
77708,12288.0,33.5,45552.0,25108.0,17.277018229166668,12246.0,7010.0,57.2431814470031
77713,14402.0,35.6,60127.0,32384.0,9.630606860158311,14337.0,9081.0,63.33961079723791
77801,16759.0,24.7,32060.0,15959.0,41.58959365117251,16705.0,3141.0,18.802753666566897
77802,26185.0,35.4,54451.0,32204.0,11.865571892304756,25678.0,14358.0,55.915569748422776
77803,30609.0,30.4,37895.0,17760.0,23.747917279231597,28317.0,17000.0,60.0346081858954
77807,10288.0,31.3,59004.0,24976.0,18.02099533437014,9199.0,5719.0,62.16980106533319
77808,10849.0,41.2,69038.0,33783.0,9.927182228776847,10776.0,9769.0,90.65515961395694
77830,2830.0,42.6,57422.0,42911.0,3.639575971731449,2830.0,2531.0,89.43462897526501
77831,3115.0,50.7,47565.0,31984.0,22.215088282504013,3115.0,2644.0,84.87961476725522
77833,29060.0,38.9,54721.0,27040.0,13.117687543014453,26733.0,19672.0,73.58695245576628
77835,2603.0,56.8,66304.0,33205.0,2.612370341913177,2603.0,1911.0,73.41529004994237
77836,12022.0,42.9,57215.0,27416.0,12.88471136250208,11839.0,8737.0,73.798462707999
77837,1889.0,39.9,35950.0,17802.0,28.9571201694018,1861.0,1248.0,67.06072004298764
77840,59673.0,21.7,23426.0,14609.0,40.02815343622744,48455.0,5986.0,12.35373026519451
77845,59512.0,30.8,76230.0,38080.0,12.550410001344266,59222.0,40170.0,67.82952281246834
77853,1287.0,43.5,60690.0,27918.0,9.712509712509712,1287.0,1137.0,88.34498834498834
77855,72.0,51.8,-666666666.0,53386.0,0.0,72.0,72.0,100.0
77856,5037.0,43.3,46212.0,26190.0,12.070676990271988,4918.0,3663.0,74.48149654331029
77857,664.0,46.5,52188.0,33507.0,15.512048192771084,664.0,556.0,83.73493975903614
77859,7393.0,37.0,57226.0,22227.0,14.189097795211687,7387.0,5546.0,75.07783944767836
77861,2452.0,46.4,58135.0,31679.0,12.398042414355627,2452.0,2059.0,83.97226753670472
77864,6935.0,44.2,42609.0,22019.0,16.669069935111754,6762.0,4732.0,69.97929606625259
77865,1778.0,53.5,45293.0,47966.0,7.592800899887514,1778.0,1670.0,93.92575928008999
77867,93.0,59.4,40833.0,22311.0,13.978494623655914,93.0,82.0,88.17204301075269
77868,17027.0,37.7,48051.0,17706.0,18.406060962001526,13460.0,9823.0,72.97919762258543
77871,2568.0,55.5,50500.0,31153.0,12.071651090342678,2568.0,1908.0,74.29906542056075
77872,1577.0,40.1,44444.0,25566.0,11.794546607482562,1577.0,1436.0,91.05897273303741
77873,1268.0,35.2,36875.0,22155.0,16.6403785488959,1268.0,963.0,75.94637223974765
77876,203.0,59.6,68750.0,27859.0,0.0,203.0,138.0,67.98029556650246
77878,263.0,26.7,31432.0,19867.0,36.12167300380228,263.0,127.0,48.28897338403042
77879,5251.0,44.0,48792.0,26838.0,17.806132165301847,5251.0,4159.0,79.2039611502571
77880,1397.0,51.5,54255.0,51747.0,15.53328561202577,1397.0,1181.0,84.53829634931998
77901,43424.0,32.0,44663.0,21377.0,20.73277450257922,42339.0,21735.0,51.33564798412811
77904,27570.0,39.0,74694.0,38295.0,8.654334421472615,27429.0,19557.0,71.30044843049326
77905,14326.0,42.5,71619.0,31325.0,7.894736842105263,14194.0,12378.0,87.20586163167535
77950,173.0,61.6,49375.0,32039.0,12.138728323699421,173.0,137.0,79.1907514450867
77951,2059.0,38.0,33977.0,14678.0,14.764448761534725,2059.0,1464.0,71.1024769305488
77954,12256.0,40.1,59512.0,24983.0,14.947780678851174,10584.0,7136.0,67.4225245653817
77957,8494.0,39.9,53019.0,26377.0,14.068754414881093,8293.0,5331.0,64.28313035089835
77960,42.0,-666666666.0,-666666666.0,,0.0,42.0,42.0,100.0
77961,252.0,44.8,96378.0,45613.0,0.0,252.0,252.0,100.0
77962,3178.0,35.7,56270.0,26104.0,16.393958464443045,3133.0,2185.0,69.74146185764442
77963,5991.0,45.6,54010.0,27842.0,15.85711901185111,5889.0,4740.0,80.4890473764646
77964,8269.0,45.7,52313.0,31006.0,11.645906397387835,8036.0,6056.0,75.36087605774017
77968,3054.0,39.8,68468.0,32544.0,11.591355599214145,3054.0,2769.0,90.6679764243615
77969,158.0,30.4,-666666666.0,20281.0,0.0,158.0,69.0,43.67088607594937
77970,378.0,54.1,51792.0,31469.0,8.994708994708995,378.0,222.0,58.730158730158735
77971,1078.0,39.8,79702.0,31571.0,15.213358070500927,1078.0,713.0,66.14100185528757
77973,0.0,-666666666.0,-666666666.0,-666666666.0,,0.0,0.0,
77974,382.0,33.0,97143.0,34002.0,10.732984293193716,382.0,326.0,85.34031413612566
77975,1942.0,45.8,63333.0,32661.0,11.637487126673532,1892.0,1268.0,67.01902748414376
77976,89.0,56.0,-666666666.0,30301.0,5.617977528089888,89.0,84.0,94.3820224719101
77977,747.0,39.3,33659.0,17444.0,12.85140562248996,747.0,601.0,80.45515394912985
77978,774.0,30.2,62143.0,26942.0,10.723514211886306,723.0,347.0,47.994467496542185
77979,17526.0,38.0,59675.0,27322.0,15.143215793677964,17300.0,12161.0,70.29479768786128
77982,1070.0,35.5,59938.0,26249.0,9.532710280373832,1065.0,847.0,79.53051643192488
77983,2351.0,39.1,48971.0,24054.0,23.989791578051893,2351.0,1645.0,69.97022543598469
77984,3954.0,46.8,51652.0,34788.0,8.396560445118867,3873.0,3096.0,79.93803253292022
77987,352.0,32.3,75313.0,26864.0,3.409090909090909,352.0,331.0,94.0340909090909
77988,565.0,28.1,-666666666.0,16682.0,15.221238938053098,565.0,493.0,87.2566371681416
77990,864.0,32.8,41791.0,19816.0,32.523148148148145,864.0,587.0,67.93981481481481
77991,614.0,16.2,68636.0,15480.0,4.5602605863192185,614.0,374.0,60.91205211726385
77993,183.0,46.8,-666666666.0,35348.0,30.05464480874317,183.0,128.0,69.94535519125684
77994,508.0,42.6,35500.0,30697.0,22.440944881889763,508.0,421.0,82.8740157480315
77995,9847.0,38.7,46958.0,25401.0,9.76947293591957,9615.0,7358.0,76.52626105044202
