latitude,longitude,calczip
29.67868038,-95.49298097,77096
29.82375517,-95.36952206,77022
29.64622106,-95.49211891,77035
29.70717999,-95.50093073,77081
29.60635762,-95.42192843,77045
29.7288189,-95.36946869,77004
29.73309898,-95.38127134,77006
29.78879222,-95.33832748,77026
29.68924706,-95.45944969,77401
29.78878207,-95.40222941,77008
29.73093615,-95.42227183,77098
29.81477545,-95.36115273,77022
29.67562677,-95.50863652,77036
29.73268688,-95.65357964,77082
29.7424029,-95.38721476,77006
29.70507625,-95.53025812,77036
29.63062214,-95.50754161,77085
29.790774,-95.55873993,77043
30.00432782,-95.30893716,77338
29.95129137,-95.34590828,77032
29.71531294,-95.39643087,77030
29.83974844,-95.27702342,77028
29.73586076,-95.62377169,77082
29.7746562,-95.31878664,77020
29.80419351,-95.42926029,77008
29.77286106,-95.29144715,77020
29.73572156,-95.30232241,77011
29.77155875,-95.19519816,77015
29.77511205,-95.59951018,77079
29.7369195,-95.5598525,77042
29.78981594,-95.31296529999999,77026
29.71652591,-95.47641752,77081
29.72570983,-95.36434942,77004
29.69939227,-95.36162573,77021
29.75067713,-95.36733252,77002
29.77765666,-95.61823282,77079
29.706230100000003,-95.40301521,77030
29.860670000000002,-95.35645282,77093
29.73030661,-95.34827423,77003
29.72182659,-95.29491414,77023
29.75274754,-95.33349864,77003
29.71900936,-95.28890225,77012
29.84848969,-95.30215449,77016
29.72035032,-95.53529365,77063
29.72000306,-95.48900599,77081
29.77377132,-95.60633847,77079
29.87597059,-95.41224123,77091
29.74792673,-95.32659148,77003
29.76544192,-95.37231443,77201
29.76401333,-95.37210841,77201
29.78440481,-95.3859863,77009
29.72544107,-95.47644032,77081
29.79637153,-95.38792413,77009
29.66062923,-95.57559956,77099
29.84095388,-95.47319797,77092
29.84148024,-95.48886864,77092
29.62691206,-95.21556729999999,77034
29.88613512,-95.30455785,77016
29.75025181,-95.46295169,77056
29.83705145,-95.49034876,77092
29.750379600000002,-95.33444222,77003
29.72930334,-95.51406085,77063
29.76350585,-95.42731484,77007
29.77790444,-95.3339843,77020
29.680475199999997,-95.36684426,77021
29.86357336,-95.39114964,77076
29.692075699999997,-95.59874717,77072
29.83133771,-95.28694449,77028
29.82891459,-95.36129759999999,77022
29.72694401,-95.35833732,77004
29.85695465,-95.42913819,77091
29.76075547,-95.36575314,77201
29.78082459,-95.29322819,77020
29.95350739,-95.54673116,77064
29.84793844,-95.35283653,77093
29.6038055,-95.21634672,77089
29.65937041,-95.56967164,77031
29.68882171,-95.48940278,77096
29.79799843,-95.52391814,77080
29.82114213,-95.50962839,77080
29.816160999999997,-95.26239781,77013
29.73782738,-95.48429106,77057
29.87076566,-95.4366227,77091
29.76724814,-95.21326433,77547
29.583812800000004,-95.13033295,77062
29.93820763,-95.43239603,77067
29.68889609,-95.29047390000001,77087
29.84559441,-95.37774654,77076
29.67222015,-95.42478172,77025
29.76917847,-95.3042756,77020
29.812687,-95.54521182,77080
29.79950602,-95.46817359999999,77055
29.80084602,-95.35431667,77009
29.72835346,-95.54409035,77042
29.69277959,-95.41306301,77054
29.85943991,-95.38465875,77076
29.70841417,-95.33377844,77023
29.768612100000006,-95.32655335,77020
29.82451248,-95.27616887,77028
29.85810284,-95.38358317,77076
29.77220719,-95.3747178,77201
29.76671215,-95.33377846,77020
29.76669889,-95.33468636,77020
29.73853009,-95.38219431,77006
29.72146218,-95.52030936,77063
29.93174743,-95.41096499,77060
29.83529479,-95.44366729,77018
29.71093569,-95.52599335,77036
29.85902603,-95.55854805,77041
29.77476112,-95.30109396,77020
29.77577401,-95.36450961,77201
29.75559425,-95.46741496,77056
29.80395895,-95.39921568,77008
29.75012587,-95.47276307,77056
29.80461314,-95.524313,77080
29.78045086,-95.35383616,77009
29.81720341,-95.4460067,77018
29.75315487,-95.40228282,77019
29.71277303,-95.37134076,77004
29.7870083,-95.39762124,77007
29.77119641,-95.40948482,77007
29.73454678,-95.38387343,77006
29.73759464,-95.5009079,77057
29.73591417,-95.61968992,77077
29.62100213,-95.50825985,77489
29.83136951,-95.30200963,77028
29.73773567,-95.48985295,77057
29.77813899,-95.29156502,77020
29.75108143,-95.36067199,77010
30.0685692,-95.22739414,77339
29.75741515,-95.39481076,77019
29.58580318,-95.10254192,77058
29.64447969,-95.49322513,77035
29.83863612,-95.40291082,77022
29.72558777,-95.61272433,77082
29.71821027,-95.37746431,77004
29.78337487,-95.35060114,77009
29.57748789,-95.12200919,77062
29.82269279,-95.54129025,77080
29.66263761,-95.34262084,77033
29.80855366,-95.32575228,77026
29.61332891,-95.44589236,77045
29.696852399999997,-95.29188873,77087
29.68837358,-95.57025923,77072
29.83111759,-95.37602225,77022
29.76179892,-95.36365507,77201
29.86309249,-95.42517851,77091
29.84058056,-95.26228011,77078
29.84697715,-95.42882537,77091
29.69060331,-95.54216755,77036
29.77341833,-95.40840146,77007
29.74744599,-95.58660135,77042
29.75306883,-95.37310029,77002
29.78381871,-95.52125818,77024
29.75864332,-95.41361066,77019
29.74749755,-95.53844448,77063
29.72680483,-95.63577265,77082
29.78352544,-95.34188838,77020
29.73609916,-95.39790436,77006
29.714836100000003,-95.31547542,77023
29.74046322,-95.46694949,77056
29.75278476,-95.37080393,77002
29.86733238,-95.55618278,77041
29.815265999999998,-95.47992461,77092
29.71532252,-95.35429387,77021
29.68416221,-95.47702035,77096
29.808475399999995,-95.35648341,77009
29.73288542,-95.36877438,77004
29.80175595,-95.41011046,77008
29.66782942,-95.27886955,77061
29.68731691,-95.47699726,77096
29.80390351,-95.37727356,77009
29.75176033,-95.39212139,77006
29.73162087,-95.28580483,77011
29.82309454,-95.31856612,77026
29.68523782,-95.40322878,77054
29.84874344,-95.28489694,77016
29.68505096,-95.25523385,77017
29.75789879,-95.19644029999999,77015
29.79938888,-95.3385849,77026
29.84835897,-95.23999307,77078
29.73669062,-95.57616429,77042
29.93321127,-95.30312962,77039
29.6430092,-95.33699733,77048
29.69940001,-95.43714134,77025
29.65668096,-95.50090037,77071
29.78454783,-95.36088907,77009
29.83133124,-95.29373998,77028
29.70624538,-95.40506738,77030
29.77610394,-95.39868932,77007
29.53091378,-95.17789007,77546
29.61607932,-95.44787593,77045
29.6562958,-95.54241172,77031
29.82579181,-95.39641281,77022
29.64359845,-95.38651269,77051
29.9827651,-95.28150173,77338
29.68383207,-95.27548986,77017
29.70988474,-95.52674107,77036
29.793678200000002,-95.31616218,77026
29.82424914,-95.28313454,77028
29.62167731,-95.46506501,77085
29.67796325,-95.47691352,77096
29.67850312,-95.47378531,77096
29.71783503,-95.32045079,77023
29.74084084,-95.46089930000001,77027
29.67885586,-95.47180933,77096
29.62590543,-95.34242749,77048
29.67825323,-95.46723174,77096
29.66974267,-95.30472555,77087
29.82744789,-95.32127372,77028
29.83258815,-95.4521103,77092
29.83777559,-95.3199241,77028
29.81724174,-95.43636327,77018
29.7573776,-95.35823052,77010
29.69115328,-95.35285643,77021
29.74965104,-95.36561579,77002
29.6451683,-95.36837781,77051
29.71579738,-95.34001922,77021
29.69250098,-95.59143834,77072
29.75091558,-95.36586767,77002
29.74889944,-95.36620331,77002
29.62545582,-95.2854233,77075
29.74815376,-95.36679840000001,77002
29.75379372,-95.45201884,77027
29.62615148,-95.51838172,77489
29.74755868,-95.55838785,77042
29.73700709,-95.39254005,77006
29.82402601,-95.47312157,77092
29.7629966,-95.36014558,77201
29.64388097,-95.33689869,77048
29.82894127,-95.35516367,77022
29.74320791,-95.37963875,77006
29.76211354,-95.36836251,77201
29.76168204,-95.36874365,77201
29.71148881,-95.40087883,77030
29.84657851,-95.35955048,77076
29.61362828,-95.41959377,77045
29.76107035,-95.38579168,77002
29.82189165,-95.34255253,77026
29.78739732,-95.38076022,77009
29.73523715,-95.33181754,77003
29.75136755,-95.33895113,77003
29.63394886,-95.46354719,77035
29.67984005,-95.42580213,77025
29.62307108,-95.19807679,77034
29.77798839,-95.40962217,77007
29.79455006,-95.47713467,77055
29.84186128,-95.37603440000001,77076
29.84350317,-95.37676718,77076
29.87137607,-95.30060568,77016
29.75005719,-95.49249268,77057
29.75025568,-95.46129609,77056
29.80959321,-95.2605592,77013
29.69559091,-95.53330241,77036
29.79868134,-95.42685693,77008
29.71046067,-95.3203277,77023
29.78857035,-95.33842473,77026
29.76479731,-95.36125952,77201
29.7247716,-95.38787074,77004
29.72929376,-95.44142915,77046
29.70823716,-95.39047606,77004
29.78809554,-95.38077554,77009
29.77847098,-95.41073611,77007
29.85934333,-95.33296508,77093
29.60457418,-95.22032164,77089
29.80974584,-95.3189468,77026
29.74675941,-95.44169609,77027
29.82863158,-95.38135875,77022
29.74981693,-95.48992914,77057
29.70436867,-95.56019592,77072
29.74466028,-95.39125705,77006
29.71633907,-95.49311058,77081
29.75822643,-95.36521921,77010
29.71614216,-95.36687724,77004
29.71190841,-95.40208429,77030
29.647394300000002,-95.54699099,77031
29.77951055,-95.36730194,77009
29.70397189,-95.56748191,77072
29.77051737,-95.39859006,77007
29.80169684,-95.34038544,77026
29.8143157,-95.39177708,77022
29.77722175,-95.38810739,77009
29.81361588,-95.39151012,77022
29.75651923,-95.36782836,77002
29.90005896,-95.30093781,77050
29.80036159,-95.32056435,77026
29.75955529,-95.39814693,77019
29.72849651,-95.44140632,77046
29.7896423,-95.37145995,77009
29.71281061,-95.31627654,77023
29.81263725,-95.3993987,77008
29.63549815,-95.24624641,77075
29.75905605,-95.36837001,77201
29.72990516,-95.3774489,77004
29.615930199999998,-95.19180603,77034
29.7802811,-95.3692017,77009
29.76102059,-95.38308427,77201
29.81317139,-95.34986868,77009
29.73443096,-95.38351138,77006
29.76149301,-95.392418,77007
29.74239357,-95.43310541,77046
29.76205058,-95.21302797,77547
29.842632300000002,-95.37168128,77076
29.73750983,-95.51008614,77063
29.74279604,-95.39930718,77006
29.83425519,-95.31208045,77028
29.74464684,-95.39262948,77006
29.65749166,-95.28887945,77061
29.8059064,-95.32064055,77026
29.77910987,-95.41808323,77007
29.74987785,-95.49546052,77057
29.69835969,-95.37199509999999,77021
29.79309455,-95.42260743,77008
29.75524901,-95.37138372,77002
29.69904131,-95.57772065,77072
29.68804547,-95.57465355,77072
29.74940119,-95.34695425,77003
29.75781434,-95.37274183,77002
29.82862663,-95.38066874,77022
29.73854451,-95.41291811,77098
29.66810805,-95.30873109,77087
29.72617101,-95.46107127,77027
29.75943573,-95.36166381,77010
30.02453535,-95.10599693,77336
29.78921607,-95.43947458,77008
29.73486709,-95.35301199999999,77003
29.66688731,-95.3484878,77033
29.73473746,-95.35507192,77003
29.83765609,-95.35698698,77022
29.76906005,-95.40484605,77007
29.82150719,-95.42030446,77018
29.71748538,-95.41271207,77005
29.78240935,-95.43684994,77008
29.70104033,-95.33548744,77021
29.78808207,-95.35863483,77009
29.73992541,-95.33884433,77003
29.82869677,-95.34447998,77022
29.8287202,-95.34262858,77093
29.74866669,-95.36764537,77002
29.69067195,-95.28707117,77087
29.81857294,-95.28090668,77028
29.861705,-95.54418917,77040
29.66423023,-95.51214607,77071
29.72351643,-95.34638221,77021
29.69113928,-95.53520193,77036
29.87299008,-95.36749196,77076
29.68719486,-95.52942669,77036
29.70176707,-95.34854895,77021
29.71569446,-95.37546552,77004
29.74838058,-95.36537164,77002
29.76080524,-95.36949926,77201
29.58289145,-95.51483915,77489
29.69919398,-95.4845733,77081
29.66237269,-95.47535698,77096
29.70974533,-95.51568612,77036
29.73696717,-95.39568337,77006
29.76148037,-95.40888975,77007
29.59223557,-95.19126901,77089
29.70349319,-95.60444648,77072
29.80606088,-95.3844452,77009
29.75673875,-95.36639407,77010
29.85101065,-95.41200546,77091
29.89967739,-95.49568937,77086
29.69048874,-95.29602809,77087
29.94009396,-95.28382109999998,77396
29.72742109,-95.64976018,77082
29.74274242,-95.40705112,77019
29.66731834,-95.30134585,77087
30.04495279,-95.20491487,77339
29.78184132,-95.33582309,77020
29.76202593,-95.36598197,77201
29.56542399,-95.13017273,77062
30.05099493,-95.22312163,77339
29.63820238,-95.35357876,77051
29.80389212,-95.32238766,77026
29.85081544,-95.27180584,77078
29.67897794,-95.48184206,77096
29.7285232,-95.39463033,77006
29.65152747,-95.50837709999999,77071
29.69789133,-95.33676913,77021
29.69497121,-95.54214475,77036
29.7852942,-95.38775763,77009
29.81531751,-95.32872668,77026
29.74660674,-95.45379631,77027
29.70841783,-95.34502414,77021
29.83223723,-95.54531865,77080
29.82270808,-95.54525748,77080
29.82539549,-95.52265179,77080
29.79616347,-95.36686704,77009
29.69400602,-95.40799715,77054
29.76259226,-95.51741796,77024
29.7102279,-95.35634605,77021
29.77168835,-95.36897288,77201
29.80390919,-95.37810520000001,77009
29.71695329,-95.49939716,77081
29.67818455,-95.46768946,77096
29.71645749,-95.49890136,77081
29.757356899999994,-95.39717373,77019
29.78439202,-95.61773428,77079
29.78219795,-95.31591807,77020
29.74192239,-95.38064571,77006
29.78150748,-95.53171544,77024
29.72123902,-95.35192862,77021
29.81023053,-95.35754575,77009
29.73812493,-95.44912719,77027
29.59732498,-95.17883379999999,77034
29.68154907,-95.66286586,77083
29.79077721,-95.39201343,77009
29.76435674,-95.36051932,77201
29.59533687,-95.18417353,77034
29.765871100000002,-95.42172235,77007
29.76979295,-95.39147764,77007
29.76896101,-95.39181516,77007
29.76024825,-95.3648911,77201
29.78737835,-95.32492836,77026
29.89935736,-95.29511974,77050
29.67255785,-95.35231791,77033
29.64393045,-95.33905039,77048
29.83376119,-95.35606382,77022
29.72784416,-95.34989173,77003
29.68505097,-95.502739,77036
29.79317099,-95.36090859999999,77009
29.96386583,-95.55049404,77070
29.81617732,-95.44557183,77018
29.82360637,-95.51651005,77080
29.66860772,-95.4660569,77096
29.83269702,-95.38439179,77022
29.77770119,-95.40629411,77007
29.73880397,-95.37545772,77002
29.82513241,-95.42957306,77018
29.73385809,-95.33224492,77003
29.77588852,-95.61246486,77079
29.77009591,-95.60627756,77079
29.82830626,-95.30197148,77028
29.76828586,-95.47824857,77024
29.65888986,-95.49688727,77035
29.72691164,-95.45161429,77027
29.79304503,-95.36282342,77009
29.79146584,-95.36119082,77009
29.72300352,-95.50103749,77081
29.75965492,-95.40848647,77019
29.81543717,-95.14280408,77049
29.91955936,-95.30556498,77039
29.59750316,-95.42628291,77053
29.77364733,-95.38267728,77201
29.81177339,-95.5371017,77080
29.78795587,-95.64484406,77079
29.59388731,-95.18113703,77034
29.74662206,-95.38071439,77002
29.91541099,-95.40513607,77060
29.84114825,-95.41090382,77018
29.74775696,-95.43015288,77046
29.72775086,-95.44137573,77046
29.78525654,-95.60651949,77079
29.98341378,-95.2815095,77338
29.69636203,-95.39830457,77030
29.65601719,-95.50842272,77071
29.69284442,-95.37775428,77021
29.76734351,-95.57571411,77042
29.73152344,-95.46825419,77027
29.74236688,-95.39122011,77006
29.63047523,-95.50751477,77085
29.66716568,-95.56056212,77031
29.71662128,-95.55159769,77042
29.8292147,-95.33571503,77093
29.68144996,-95.29389946,77087
29.65548715,-95.57082371,77031
29.728456599999998,-95.35200509,77003
29.74102772,-95.45771789,77027
29.77651397,-95.30739583,77020
29.73225017,-95.54325869,77042
29.73151498,-95.47401819,77056
29.74099531,-95.45867916,77027
29.80786503,-95.41021726,77008
29.72562793,-95.40690603,77098
29.68261339,-95.32881939,77033
29.82887468,-95.48219297,77092
29.77467716,-95.62133027,77079
29.655994399999997,-95.51090249,77071
29.7859428,-95.64480474,77077
29.73193734,-95.46068573,77027
29.785373200000002,-95.64480891,77077
29.75493663,-95.33482597,77003
29.726941999999998,-95.37096414,77004
29.7763328,-95.31860343,77020
29.94096374,-95.41459656,77060
29.66328426,-95.35553742,77051
29.75511658,-95.33532752,77003
29.73755359,-95.50734059,77063
29.6438408,-95.37596883,77051
29.66633991,-95.33719624,77033
